From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
1dee	P02976	reviewed	SPA_STAA8	Immunoglobulin G-binding protein A (IgG-binding protein A) (Staphylococcal protein A) (SpA)	spa SAOUHSC_00069	Staphylococcus aureus (strain NCTC 8325 / PS 47)	516
8gto	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7vyr	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8fx5	B2RSH2	reviewed	GNAI1_MOUSE	Guanine nucleotide-binding protein G(i) subunit alpha-1 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein)	Gnai1 Gnai-1	Mus musculus (Mouse)	354
8fx5	P08173	reviewed	ACM4_HUMAN	Muscarinic acetylcholine receptor M4	CHRM4	Homo sapiens (Human)	479
8fx5	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	GNG2	Homo sapiens (Human)	71
8fx5	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	GNB1	Homo sapiens (Human)	340
5uea	P32447	reviewed	ASF1_YEAST	Histone chaperone ASF1 (Anti-silencing function protein 1) (yASF1)	ASF1 CIA1 YJL115W J0755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279
6al5	P15391	reviewed	CD19_HUMAN	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	CD19	Homo sapiens (Human)	556
6al5	A8K008	unreviewed	A8K008_HUMAN	Ig-like domain-containing protein		Homo sapiens (Human)	472
6al5	Q6P5S8	unreviewed	Q6P5S8_HUMAN	IGK@ protein	IGK@	Homo sapiens (Human)	236
6uyf	B9V0E2	unreviewed	B9V0E2_9HEPC	Genome polyprotein		Recombinant Hepatitis C virus HK6a/JFH-1	3035
7ums	A0A223GHC7	unreviewed	A0A223GHC7_9REOV	Intermediate capsid protein VP6	VP6	Rotavirus A	397
7ums	B1NP55	unreviewed	B1NP55_9REOV	Outer capsid glycoprotein VP7	VP7 NC78_51708gpVP7 NC78_52349gpVP7 NC78_52352gpVP7 NC78_52353gpVP7 NC78_52354gpVP7 NC78_52356gpVP7 NC78_52357gpVP7b W907_45360gpVP7 W907_45361gpVP7 W907_45368gpVP7	Rotavirus A	326
7ums	X4YMN0	unreviewed	X4YMN0_9REOV	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]	VP4 W907_45309gpVP4 W907_45314gpVP4 W907_45315gpVP4 W907_45321gpVP4 W907_45328gpVP4 W907_45346gpVP4	Rotavirus A	775
4i2x	Q9P1W8	reviewed	SIRPG_HUMAN	Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)	SIRPG SIRPB2	Homo sapiens (Human)	387
6wqo	A5K736	unreviewed	A5K736_PLAVS	Reticulocyte binding protein 2, putative	PVX_094255	Plasmodium vivax (strain Salvador I)	2652
4ypg	P01563	reviewed	IFNA2_HUMAN	Interferon alpha-2 (IFN-alpha-2) (Interferon alpha-A) (LeIF A)	IFNA2 IFNA2A IFNA2B IFNA2C	Homo sapiens (Human)	188
4ypg	Q6PJF2	unreviewed	Q6PJF2_HUMAN	IGK@ protein	IGK@	Homo sapiens (Human)	235
4xny	Q8JDI3	unreviewed	Q8JDI3_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	852
4xny	P01834	reviewed	IGKC_HUMAN	Immunoglobulin kappa constant (Ig kappa chain C region) (Ig kappa chain C region AG) (Ig kappa chain C region CUM) (Ig kappa chain C region EU) (Ig kappa chain C region OU) (Ig kappa chain C region ROY) (Ig kappa chain C region TI)	IGKC	Homo sapiens (Human)	107
4xny	P01857	reviewed	IGHG1_HUMAN	Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE)	IGHG1	Homo sapiens (Human)	399
8f5n	A0A096ZH83	unreviewed	A0A096ZH83_STRPY	Major pilin backbone protein T-antigen	tee	Streptococcus pyogenes	288
8dxs	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7zbu	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8urf	P07307	reviewed	ASGR2_HUMAN	Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2)	ASGR2 CLEC4H2	Homo sapiens (Human)	311
6ck9	E1ADR9	unreviewed	E1ADR9_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	851
6ck9	E9MY73	unreviewed	E9MY73_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	862
8dcc	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8hlb	P0AEX9	reviewed	MALE_ECOLI	Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP)	malE b4034 JW3994	Escherichia coli (strain K12)	396
8hlb	P20333	reviewed	TNR1B_HUMAN	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]	TNFRSF1B TNFBR TNFR2	Homo sapiens (Human)	461
5t3z	Q2N0S6	unreviewed	Q2N0S6_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	860
8pg0	Q9NPD5	reviewed	SO1B3_HUMAN	Solute carrier organic anion transporter family member 1B3 (Liver-specific organic anion transporter 2) (LST-2) (OATP1B3) (Organic anion transporter 8) (Organic anion-transporting polypeptide 8) (OATP-8) (Solute carrier family 21 member 8)	SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8	Homo sapiens (Human)	702
7ru3	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8f6f	Q8E919	reviewed	FIEF_SHEON	Cation-efflux pump FieF (Cadmium and zinc efflux pump FieF) (Cation diffusion facilitator YiiP)	fieF yiiP SO_4475	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	296
8zhe	A0A346FJN8	unreviewed	A0A346FJN8_BPT6	Fibritin (Phage neck whiskers protein)	wac EcT6_00157	Enterobacteria phage T6 (Bacteriophage T6)	487
8zhe	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6qd7	Q05320	reviewed	VGP_EBOZM	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: Shed GP (GP1,2-delta); GP1; GP2]	GP	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	676
7xdl	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7sk8	P25106	reviewed	ACKR3_HUMAN	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)	ACKR3 CMKOR1 CXCR7 GPR159 RDC1	Homo sapiens (Human)	362
7sk8	P48061	reviewed	SDF1_HUMAN	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93
8v4f	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
5xmh	P0DOX5	reviewed	IGG1_HUMAN	Immunoglobulin gamma-1 heavy chain (Immunoglobulin gamma-1 heavy chain NIE)		Homo sapiens (Human)	449
7ps5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7vng	P15423	reviewed	SPIKE_CVH22	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein)	S 2	Human coronavirus 229E (HCoV-229E)	1173
7zf3	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6oej	A0A0M3KKW9	unreviewed	A0A0M3KKW9_HV1	clade A/E 93TH057 HIV-1 gp120 core	HIV-1 Env	Human immunodeficiency virus type 1 (HIV-1)	353
6wvz	P08581	reviewed	MET_HUMAN	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Homo sapiens (Human)	1390
8qq0	P10104	reviewed	WAC_BPT4	Fibritin (Collar protein) (Whisker antigen control protein)	wac	Enterobacteria phage T4 (Bacteriophage T4)	487
8dv6	A0A173AEF6	unreviewed	A0A173AEF6_ZIKV	Genome polyprotein	GP1 POLY BKC09_64227gpGP1 BKC09_64234gpGP1	Zika virus (ZIKV)	3423
7oh0	P04958	reviewed	TETX_CLOTE	Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)]	tetX CTC_p60	Clostridium tetani (strain Massachusetts / E88)	1315
7ukl	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7lxw	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6uig	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (A/Shanghai/02/2013(H7N9))	560
7r8o	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7mfg	Q289M7	reviewed	HEMA_I00A1	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (strain A/New Zealand:South Canterbury/35/2000 H1N1)	565
7mfg	Q6WG00	unreviewed	Q6WG00_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (A/New Caledonia/20/1999(H1N1))	565
8i3u	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7l7e	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6w41	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7p40	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7e7e	Q9BYF1	reviewed	ACE2_HUMAN	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	ACE2 UNQ868/PRO1885	Homo sapiens (Human)	805
4jm2	Q75760	unreviewed	Q75760_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	847
4jm2	P01730	reviewed	CD4_HUMAN	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Homo sapiens (Human)	458
8dlx	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
5x8m	Q9NZQ7	reviewed	PD1L1_HUMAN	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	290
8rpb	Q9NZQ7	reviewed	PD1L1_HUMAN	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	290
5xku	R4NN21	unreviewed	R4NN21_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (A/Shanghai/02/2013(H7N9))	560
4dqo	Q6TCP8	unreviewed	Q6TCP8_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	841
7ul1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7ket	Q9JXV4	reviewed	FHBP_NEIMB	Factor H binding protein (fHbp) (Genome-derived Neisseria antigen 1870) (GNA1870) (Lipoprotein 2086) (LP2086)	fhbP NMB1870	Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58)	274
8yz5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6wio	Q16552	reviewed	IL17_HUMAN	Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8)	IL17A CTLA8 IL17	Homo sapiens (Human)	155
8txm	C3W5S1	unreviewed	C3W5S1_I09A0	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (strain swl A/California/04/2009 H1N1)	566
8txp	C3W5S1	unreviewed	C3W5S1_I09A0	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (strain swl A/California/04/2009 H1N1)	566
6ss6	P78540	reviewed	ARGI2_HUMAN	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354
7x7o	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8xsi	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
8saw	A0A1W6IPB2	unreviewed	A0A1W6IPB2_HV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]	env	Human immunodeficiency virus type 1 (HIV-1)	847
8saw	A0A6H1VLP0	unreviewed	A0A6H1VLP0_9PLVG	Envelope glycoprotein gp160 (Env polyprotein)	env	Simian-Human immunodeficiency virus	657
5lcv	A0A024B7W1	reviewed	POLG_ZIKVF	Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	3423
6vja	P11836	reviewed	CD20_HUMAN	B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20)	MS4A1 CD20	Homo sapiens (Human)	297
7s6c	Q03132	reviewed	ERYA2_SACER	Erythronolide synthase EryA2 (EC 2.3.1.94) (6-deoxyerythronolide B synthase II) (6-deoxyerythronolide-B synthase EryA2, modules 3 and 4) (DEBS 2) (ORF B)	eryA	Saccharopolyspora erythraea (Streptomyces erythraeus)	3567
7s6c	B6ZK67	unreviewed	B6ZK67_STRLS	Putative polyketide synthase	lsd14	Streptomyces lasalocidi (Streptomyces lasaliensis)	1647
8wsp	F1BDJ0	unreviewed	F1BDJ0_9VIRU	Envelopment polyprotein (M polyprotein)		SFTS virus SD4	1073
7xil	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7neh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
6xq4	B4UPF7	unreviewed	B4UPF7_9INFA	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]	HA	Influenza A virus (A/Beijing/262/1995(H1N1))	565
1adq	P01861	reviewed	IGHG4_HUMAN	Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region)	IGHG4	Homo sapiens (Human)	396
7laa	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7xck	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
3eob	P20701	reviewed	ITAL_HUMAN	Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a)	ITGAL CD11A	Homo sapiens (Human)	1170
2fed	P37019	reviewed	CLCA_ECOLI	H(+)/Cl(-) exchange transporter ClcA (ClC-ec1)	clcA eriC yadQ b0155 JW5012	Escherichia coli (strain K12)	473
4mxw	P01374	reviewed	TNFB_HUMAN	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	LTA TNFB TNFSF1	Homo sapiens (Human)	205
4mxw	P36941	reviewed	TNR3_HUMAN	Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor) (Tumor necrosis factor C receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor receptor type III) (TNF-RIII) (TNFR-III)	LTBR D12S370 TNFCR TNFR3 TNFRSF3	Homo sapiens (Human)	435
4mxw	Q06643	reviewed	TNFC_HUMAN	Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3)	LTB TNFC TNFSF3	Homo sapiens (Human)	244
7nd5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
7so5	P18177	reviewed	TCDB_CLODI	Toxin B (EC 3.4.22.-) [Cleaved into: Glucosyltransferase TcdB (EC 2.4.1.-)]	tcdB toxB	Clostridioides difficile (Peptoclostridium difficile)	2366
8ag1	P43489	reviewed	TNR4_HUMAN	Tumor necrosis factor receptor superfamily member 4 (ACT35 antigen) (OX40L receptor) (TAX transcriptionally-activated glycoprotein 1 receptor) (CD antigen CD134)	TNFRSF4 TXGP1L	Homo sapiens (Human)	277
7ew4	P59768	reviewed	GBG2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	GNG2	Homo sapiens (Human)	71
7ew4	P62873	reviewed	GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	GNB1	Homo sapiens (Human)	340
7ew4	P63096	reviewed	GNAI1_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein)	GNAI1	Homo sapiens (Human)	354
7ew4	Q99500	reviewed	S1PR3_HUMAN	Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G-protein coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3)	S1PR3 C9orf108 C9orf47 EDG3	Homo sapiens (Human)	378
4lmq	P48061	reviewed	SDF1_HUMAN	Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)]	CXCL12 SDF1 SDF1A SDF1B	Homo sapiens (Human)	93
8phw	Q9Y6L6	reviewed	SO1B1_HUMAN	Solute carrier organic anion transporter family member 1B1 (SLCO1B1) (Liver-specific organic anion transporter 1) (LST-1) (OATP-C) (Organic anion transporter SLC21A6) (Sodium-independent organic anion-transporting polypeptide 2) (OATP-2) (Solute carrier family 21 member 6)	SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6	Homo sapiens (Human)	691
7m6d	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	S 2	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	1273
