pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6okp	K	L	0	E	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	04/14/19	B41 SOSIP.664 in complex with the silent-face antibody SF12 and V3-targeting antibody 10-1074	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	3.28	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	unknown	unknown	None	None	None	None	None
6okp	O	P	0	E	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	04/14/19	B41 SOSIP.664 in complex with the silent-face antibody SF12 and V3-targeting antibody 10-1074	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	3.28	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6okp	M	N	0	D	protein	NA	envelope glycoprotein gp120	VIRAL PROTEIN/IMMUNE SYSTEM	04/14/19	B41 SOSIP.664 in complex with the silent-face antibody SF12 and V3-targeting antibody 10-1074	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Barnes, C.O., Bjorkman, P.J.	3.28	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
7v3h	G	H	0	A	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7v3h	K	L	0	B	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7v3h	I	M	0	C	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7dm2	H	L	0	A	protein	NA	phosphate-binding protein psts 1	TRANSPORT PROTEIN/IMMUNE SYSTEM	12/01/20	crystal structure of the M. tuberculosis phosphate ABC transport receptor PstS-1 in complex with Fab p4-170	MYCOBACTERIUM TUBERCULOSIS H37RV; HOMO SAPIENS	homo sapiens	homo sapiens	mycobacterium tuberculosis h37rv	Ma, B., Freund, N., Xiang, Y.	2.4	X-RAY DIFFRACTION	0.216	0.170	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5dum	H	L	0	A	protein	NA	hemagglutinin	IMMUNE SYSTEM	09/19/15	Crystal structure of influenza A virus H5 hemagglutinin globular head in complex with the Fab of antibody 65C6	HOMO SAPIENS; INFLUENZA A VIRUS (A/ANHUI/1/2005(H5N1))	homo sapiens	homo sapiens	influenza a virus (a/anhui/1/2005(h5n1))	Sun, J., Zuo, T., Wang, G., Zhou, P., Zhang, L., Wang, X.	3.003	X-RAY DIFFRACTION	0.269	0.215	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7bsd	H	L	0	I	protein	NA	ns1c	IMMUNE SYSTEM/VIRAL PROTEIN	03/30/20	Complex structure of 1G5.3 Fab bound to ZIKV NS1c	HOMO SAPIENS; ZIKA VIRUS	homo sapiens	homo sapiens	zika virus	Song, H., Qi, J., Gao, F.G.	2.53	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7bsd	A	B	0	G	protein	NA	ns1c	IMMUNE SYSTEM/VIRAL PROTEIN	03/30/20	Complex structure of 1G5.3 Fab bound to ZIKV NS1c	HOMO SAPIENS; ZIKA VIRUS	homo sapiens	homo sapiens	zika virus	Song, H., Qi, J., Gao, F.G.	2.53	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6mco	D	E	0	B	protein	NA	transmembrane protein gp41	VIRAL PROTEIN	08/31/18	Crystal structure of the B41 SOSIP.664 Env trimer with PGT124 and 35O22 Fabs, in P23 space group	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kumar, S., Sarkar, A., Wilson, I.A.	3.526	X-RAY DIFFRACTION	0.322	0.306	False	True	unknown	unknown	unknown	None	None	None	None	None
6mco	H	L	0	G	protein	NA	surface protein gp120	VIRAL PROTEIN	08/31/18	Crystal structure of the B41 SOSIP.664 Env trimer with PGT124 and 35O22 Fabs, in P23 space group	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kumar, S., Sarkar, A., Wilson, I.A.	3.526	X-RAY DIFFRACTION	0.322	0.306	False	True	IGHV4	unknown	unknown	None	None	None	None	None
7zf8	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	04/01/22	SARS-CoV-2 Omicron BA.2 RBD in complex with COVOX-150 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Huo, J., Ren, J., Stuart, D.I.	2.95	X-RAY DIFFRACTION	0.258	0.220	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e86	A	B	0	C	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	03/01/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-508 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Xiao, J.	2.9	X-RAY DIFFRACTION	0.255	0.196	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3ztj	G	H	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	IMMUNE SYSTEM/VIRAL PROTEIN	07/08/11	Structure of influenza A neutralizing antibody selected from cultures  of single human plasma cells in complex with human H3 Influenza  haemagglutinin.	HOMO SAPIENS; INFLUENZA A VIRUS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Voss, J.E., Vachieri, S.G., Gamblin, S.J., Collins, P.J., Haire, L.F., Skehel, J.J.	3.41	X-RAY DIFFRACTION	0.28434	0.23410	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
3ztj	I	J	0	D | C	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	IMMUNE SYSTEM/VIRAL PROTEIN	07/08/11	Structure of influenza A neutralizing antibody selected from cultures  of single human plasma cells in complex with human H3 Influenza  haemagglutinin.	HOMO SAPIENS; INFLUENZA A VIRUS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Voss, J.E., Vachieri, S.G., Gamblin, S.J., Collins, P.J., Haire, L.F., Skehel, J.J.	3.41	X-RAY DIFFRACTION	0.28434	0.23410	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
3ztj	K	L	0	F | E	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	IMMUNE SYSTEM/VIRAL PROTEIN	07/08/11	Structure of influenza A neutralizing antibody selected from cultures  of single human plasma cells in complex with human H3 Influenza  haemagglutinin.	HOMO SAPIENS; INFLUENZA A VIRUS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Voss, J.E., Vachieri, S.G., Gamblin, S.J., Collins, P.J., Haire, L.F., Skehel, J.J.	3.41	X-RAY DIFFRACTION	0.28434	0.23410	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
5uqy	D	C	0	A	protein	NA	envelope glycoprotein gp1	VIRAL PROTEIN/IMMUNE SYSTEM	02/08/17	Crystal structure of Marburg virus GP in complex with the human survivor antibody MR78	LAKE VICTORIA MARBURGVIRUS (STRAIN RAVN-87); HOMO SAPIENS	homo sapiens	homo sapiens	lake victoria marburgvirus (strain ravn-87)	Hashiguchi, T., Fusco, M.L., Hastie, K.M., Bomholdt, Z.A., Lee, J.E., Flyak, A.I., Matsuoka, R., Kohda, D., Yanagi, Y., Hammel, M., Crowe, J.E., Saphire, E.O.	3.6	X-RAY DIFFRACTION	0.262	0.221	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
5uqy	P	O	0	M | F	protein | protein	NA | NA	envelope glycoprotein gp1 | envelope glycoprotein gp2	VIRAL PROTEIN/IMMUNE SYSTEM	02/08/17	Crystal structure of Marburg virus GP in complex with the human survivor antibody MR78	LAKE VICTORIA MARBURGVIRUS (STRAIN RAVN-87); HOMO SAPIENS	homo sapiens	homo sapiens	lake victoria marburgvirus (strain ravn-87) | lake victoria marburgvirus (strain ravn-87)	Hashiguchi, T., Fusco, M.L., Hastie, K.M., Bomholdt, Z.A., Lee, J.E., Flyak, A.I., Matsuoka, R., Kohda, D., Yanagi, Y., Hammel, M., Crowe, J.E., Saphire, E.O.	3.6	X-RAY DIFFRACTION	0.262	0.221	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
5uqy	L	K	0	I | N	protein | protein	NA | NA	envelope glycoprotein gp1 | envelope glycoprotein gp2	VIRAL PROTEIN/IMMUNE SYSTEM	02/08/17	Crystal structure of Marburg virus GP in complex with the human survivor antibody MR78	LAKE VICTORIA MARBURGVIRUS (STRAIN RAVN-87); HOMO SAPIENS	homo sapiens	homo sapiens	lake victoria marburgvirus (strain ravn-87) | lake victoria marburgvirus (strain ravn-87)	Hashiguchi, T., Fusco, M.L., Hastie, K.M., Bomholdt, Z.A., Lee, J.E., Flyak, A.I., Matsuoka, R., Kohda, D., Yanagi, Y., Hammel, M., Crowe, J.E., Saphire, E.O.	3.6	X-RAY DIFFRACTION	0.262	0.221	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
5uqy	H	G	0	E | J	protein | protein	NA | NA	envelope glycoprotein gp1 | envelope glycoprotein gp2	VIRAL PROTEIN/IMMUNE SYSTEM	02/08/17	Crystal structure of Marburg virus GP in complex with the human survivor antibody MR78	LAKE VICTORIA MARBURGVIRUS (STRAIN RAVN-87); HOMO SAPIENS	homo sapiens	homo sapiens	lake victoria marburgvirus (strain ravn-87) | lake victoria marburgvirus (strain ravn-87)	Hashiguchi, T., Fusco, M.L., Hastie, K.M., Bomholdt, Z.A., Lee, J.E., Flyak, A.I., Matsuoka, R., Kohda, D., Yanagi, Y., Hammel, M., Crowe, J.E., Saphire, E.O.	3.6	X-RAY DIFFRACTION	0.262	0.221	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
7lf8	H	L	0	A	protein	NA	apolipoprotein l2	IMMUNE SYSTEM	01/15/21	Fab 6D12 bound to ApoL2 NTD	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ultsch, M., Kirchhofer, D.	2.15	X-RAY DIFFRACTION	0.230	0.192	False	True	IGHV5	IGKV16	Kappa	None	None	None	None	None
7qn8	K	NA	0	B	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn8	M	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn8	L	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6wpt	H	L	0	C	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/27/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the S309 neutralizing antibody Fab fragment (open state)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pinto, D., Park, Y.J., Beltramello, M., Walls, A.C., Tortorici, M.A., Bianchi, S., Jaconi, S., Culap, K., Zatta, F., De Marco, A., Peter, A., Guarino, B., Spreafico, R., Cameroni, E., Case, J.B., Chen, R.E., Havenar-Daughton, C., Snell, G., Virgin, H.W., Lanzavecchia, A., Diamond, M.S., Fink, K., Veesler, D., Corti, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6wpt	D	E	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/27/20	Structure of the SARS-CoV-2 spike glycoprotein in complex with the S309 neutralizing antibody Fab fragment (open state)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pinto, D., Park, Y.J., Beltramello, M., Walls, A.C., Tortorici, M.A., Bianchi, S., Jaconi, S., Culap, K., Zatta, F., De Marco, A., Peter, A., Guarino, B., Spreafico, R., Cameroni, E., Case, J.B., Chen, R.E., Havenar-Daughton, C., Snell, G., Virgin, H.W., Lanzavecchia, A., Diamond, M.S., Fink, K., Veesler, D., Corti, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6iek	B	C	0	A	protein	NA	nsmgngc	STRUCTURAL PROTEIN/IMMUNE SYSTEM	09/14/18	Structure of RVFV Gn and human monoclonal antibody R12	RIFT VALLEY FEVER VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	rift valley fever virus	Wang, Q.H., Wu, Y., Gao, F., Qi, J.X., Gao, G.F.	2.7	X-RAY DIFFRACTION	0.258	0.225	False	True	IGHV1	IGLV5	Lambda	None	None	None	None	None
6iek	E	F	0	D	protein	NA	nsmgngc	STRUCTURAL PROTEIN/IMMUNE SYSTEM	09/14/18	Structure of RVFV Gn and human monoclonal antibody R12	RIFT VALLEY FEVER VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	rift valley fever virus	Wang, Q.H., Wu, Y., Gao, F., Qi, J.X., Gao, G.F.	2.7	X-RAY DIFFRACTION	0.258	0.225	False	True	IGHV1	IGLV5	Lambda	None	None	None	None	None
7l7e	T	U	0	b	protein	NA	unknown	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7l7e	H	L	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7l7e	I	J	0	K	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7l7e	C	D	0	b	protein	NA	unknown	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
7l7e	E	F	0	G	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
7l7e	M	N	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
7l7e	A	B	0	G	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7l7e	O	P	0	K	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/28/20	Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dong, J., Crowe, J.E.	3.0	X-RAY DIFFRACTION	0.273	0.215	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
7kej	H	K	0	B	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7kej	I	L	0	C	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7kej	G	J	0	A	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7k3b	L	K	0	E | F	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k3b	H	G	0	A | B	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k3b	J	I	0	C | D	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k8u	H	L	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Malyutin, A.G., Bjorkman, P.J.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
4idj	H	L	0	A	protein	NA	alpha-hemolysin	IMMUNE SYSTEM	12/12/12	S.Aureus a-hemolysin monomer in complex with Fab	STAPHYLOCOCCUS AUREUS; HOMO SAPIENS	homo sapiens	homo sapiens	staphylococcus aureus	Strop, P.	3.36	X-RAY DIFFRACTION	0.296	0.249	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7czv	H	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7czv	J	N	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7czv	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6q1z	H	L	0	A	protein	NA	neuraminidase	VIRAL PROTEIN,HYDROLASE/IMMUNE SYSTEM	08/06/19	Crystal structure of human 1G04 Fab in complex with influenza virus neuraminidase from A/Hunan/02650/2016 (H7N9)	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	3.446	X-RAY DIFFRACTION	0.247	0.197	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6q1z	D	C	0	B	protein	NA	neuraminidase	VIRAL PROTEIN,HYDROLASE/IMMUNE SYSTEM	08/06/19	Crystal structure of human 1G04 Fab in complex with influenza virus neuraminidase from A/Hunan/02650/2016 (H7N9)	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	3.446	X-RAY DIFFRACTION	0.247	0.197	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6umx	H	L	0	A	protein	NA	growth/differentiation factor 8	SIGNALING PROTEIN/IMMUNE SYSTEM	10/10/19	Structural basis for specific inhibition of extracellular activation of pro/latent myostatin by SRK-015	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Dagbay, K.B., Treece, E., Streich Jr., F.C., Jackson, J.W., Faucette, R.R., Nikiforov, A., Lin, S.C., Bostion, C.J., Nicholls, S.B., Capili, A.D., Carven, G.J.	2.79	X-RAY DIFFRACTION	0.264	0.217	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
